"id_1";"maximum(att_1)_activityId";"maximum(att_1)_activityName";"maximum(att_1)_activityType";"maximum(att_1)_assignee";"maximum(att_1)_canceled";"maximum(att_1)_completeScope";"maximum(att_1)_durationInMillis";"maximum(att_1)_endTime";"maximum(att_1)_executionId";"maximum(att_1)_id";"maximum(att_1)_parentActivityInstanceId";"maximum(att_1)_processDefinitionId";"maximum(att_1)_processDefinitionKey";"maximum(att_1)_processInstanceId";"maximum(att_1)_rootProcessInstanceId";"maximum(att_1)_startTime";"maximum(att_1)_taskId"
"100";"Activity_018gm0q";"Suggest other products & Shopkeepers to Customer";"userTask";"demo";"false";"false";"6684.0";"2021-05-20T08:59:36.590+0000";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"Activity_018gm0q:afdb2da3-b949-11eb-a4b5-aef981eb09af";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"SalesProcess:26:7313f1ce-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"2021-05-20T08:59:29.906+0000";"afdb54b4-b949-11eb-a4b5-aef981eb09af"
"1010";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2708.0";"2021-05-20T09:11:21.327+0000";"4f87af90-b94b-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:564832cf-b94b-11eb-a4b5-aef981eb09af";"4f87af90-b94b-11eb-a4b5-aef981eb09af";"SalesProcess:27:dade1280-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"4f87af90-b94b-11eb-a4b5-aef981eb09af";"4f87af90-b94b-11eb-a4b5-aef981eb09af";"2021-05-20T09:11:18.619+0000";
"1011";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1936.0";"2021-05-23T06:51:50.312+0000";"53af359c-bb93-11eb-8a9f-86b0ac3ad822";"Activity_1y2sq1j:5877ba53-bb93-11eb-8a9f-86b0ac3ad822";"53af359c-bb93-11eb-8a9f-86b0ac3ad822";"SalesProcess:32:d782449f-bb92-11eb-8a9f-86b0ac3ad822";"SalesProcess";"53af359c-bb93-11eb-8a9f-86b0ac3ad822";"53af359c-bb93-11eb-8a9f-86b0ac3ad822";"2021-05-23T06:51:48.376+0000";
"1012";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2118.0";"2021-05-20T08:50:02.493+0000";"0055f872-b948-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:5c63a521-b948-11eb-a4b5-aef981eb09af";"0055f872-b948-11eb-a4b5-aef981eb09af";"SalesProcess:21:8e31ff88-b947-11eb-a4b5-aef981eb09af";"SalesProcess";"0055f872-b948-11eb-a4b5-aef981eb09af";"0055f872-b948-11eb-a4b5-aef981eb09af";"2021-05-20T08:50:00.375+0000";
"1013";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1769.0";"2021-05-09T07:37:21.464+0000";"5feffc62-b099-11eb-815c-5afe1358295f";"Activity_1y2sq1j:62ad6ed9-b099-11eb-815c-5afe1358295f";"5feffc62-b099-11eb-815c-5afe1358295f";"SalesProcess:18:5818ff4e-b099-11eb-815c-5afe1358295f";"SalesProcess";"5feffc62-b099-11eb-815c-5afe1358295f";"5feffc62-b099-11eb-815c-5afe1358295f";"2021-05-09T07:37:19.695+0000";
"1014";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1980.0";"2021-05-23T10:48:26.433+0000";"96e45055-bbb2-11eb-bf31-3aea0f2551aa";"Activity_1y2sq1j:65fd2bd4-bbb4-11eb-bf31-3aea0f2551aa";"96e45055-bbb2-11eb-bf31-3aea0f2551aa";"SalesProcess:32:d782449f-bb92-11eb-8a9f-86b0ac3ad822";"SalesProcess";"96e45055-bbb2-11eb-bf31-3aea0f2551aa";"96e45055-bbb2-11eb-bf31-3aea0f2551aa";"2021-05-23T10:48:24.453+0000";
"1015";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1751.0";"2021-05-20T08:57:43.970+0000";"5fb2172d-b949-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:6fab7264-b949-11eb-a4b5-aef981eb09af";"5fb2172d-b949-11eb-a4b5-aef981eb09af";"SalesProcess:25:4cfc8202-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"5fb2172d-b949-11eb-a4b5-aef981eb09af";"5fb2172d-b949-11eb-a4b5-aef981eb09af";"2021-05-20T08:57:42.219+0000";
"1016";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2370.0";"2021-05-27T09:18:13.421+0000";"6ead50ba-becc-11eb-8d08-a247f19c548a";"Activity_1y2sq1j:75009423-becc-11eb-8d08-a247f19c548a";"6ead50ba-becc-11eb-8d08-a247f19c548a";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"6ead50ba-becc-11eb-8d08-a247f19c548a";"6ead50ba-becc-11eb-8d08-a247f19c548a";"2021-05-27T09:18:11.051+0000";
"1017";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2239.0";"2021-05-09T07:23:39.047+0000";"6d9391f4-b097-11eb-815c-5afe1358295f";"Activity_1y2sq1j:7832d6eb-b097-11eb-815c-5afe1358295f";"6d9391f4-b097-11eb-815c-5afe1358295f";"SalesProcess:14:61a537e0-b097-11eb-815c-5afe1358295f";"SalesProcess";"6d9391f4-b097-11eb-815c-5afe1358295f";"6d9391f4-b097-11eb-815c-5afe1358295f";"2021-05-09T07:23:36.808+0000";
"1018";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"3309.0";"2021-05-20T09:05:16.425+0000";"72dc4a82-b94a-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:7c6cdeb1-b94a-11eb-a4b5-aef981eb09af";"72dc4a82-b94a-11eb-a4b5-aef981eb09af";"SalesProcess:27:dade1280-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"72dc4a82-b94a-11eb-a4b5-aef981eb09af";"72dc4a82-b94a-11eb-a4b5-aef981eb09af";"2021-05-20T09:05:13.116+0000";
"1019";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2757.0";"2021-05-27T12:10:18.275+0000";"733053ab-bee4-11eb-81f7-322213044446";"Activity_1y2sq1j:7edd1104-bee4-11eb-81f7-322213044446";"733053ab-bee4-11eb-81f7-322213044446";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"733053ab-bee4-11eb-81f7-322213044446";"733053ab-bee4-11eb-81f7-322213044446";"2021-05-27T12:10:15.518+0000";
"101";"Activity_018gm0q";"Suggest other products & Shopkeepers";"userTask";"demo";"false";"false";"2713.0";"2021-05-09T07:11:06.350+0000";"aed6561a-b095-11eb-815c-5afe1358295f";"Activity_018gm0q:b74610e7-b095-11eb-815c-5afe1358295f";"aed6561a-b095-11eb-815c-5afe1358295f";"SalesProcess:12:80c51f3e-b095-11eb-815c-5afe1358295f";"SalesProcess";"aed6561a-b095-11eb-815c-5afe1358295f";"aed6561a-b095-11eb-815c-5afe1358295f";"2021-05-09T07:11:03.637+0000";"b74610e8-b095-11eb-815c-5afe1358295f"
"1020";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"7979.0";"2021-05-09T07:45:26.311+0000";"7c2343e3-b09a-11eb-815c-5afe1358295f";"Activity_1y2sq1j:7ff7a49a-b09a-11eb-815c-5afe1358295f";"7c2343e3-b09a-11eb-815c-5afe1358295f";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"7c2343e3-b09a-11eb-815c-5afe1358295f";"7c2343e3-b09a-11eb-815c-5afe1358295f";"2021-05-09T07:45:18.332+0000";
"1021";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"3038.0";"2021-05-15T09:40:03.673+0000";"742c0908-b561-11eb-b311-72e642d23b9b";"Activity_1y2sq1j:849e3cc7-b561-11eb-b311-72e642d23b9b";"742c0908-b561-11eb-b311-72e642d23b9b";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"742c0908-b561-11eb-b311-72e642d23b9b";"742c0908-b561-11eb-b311-72e642d23b9b";"2021-05-15T09:40:00.635+0000";
"1022";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1841.0";"2021-05-09T07:09:55.664+0000";"8a2ca762-b095-11eb-815c-5afe1358295f";"Activity_1y2sq1j:8da94b29-b095-11eb-815c-5afe1358295f";"8a2ca762-b095-11eb-815c-5afe1358295f";"SalesProcess:12:80c51f3e-b095-11eb-815c-5afe1358295f";"SalesProcess";"8a2ca762-b095-11eb-815c-5afe1358295f";"8a2ca762-b095-11eb-815c-5afe1358295f";"2021-05-09T07:09:53.823+0000";
"1023";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"3454.0";"2021-05-27T12:32:17.565+0000";"84298b3f-bee7-11eb-81f7-322213044446";"Activity_1y2sq1j:90ce8b48-bee7-11eb-81f7-322213044446";"84298b3f-bee7-11eb-81f7-322213044446";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"84298b3f-bee7-11eb-81f7-322213044446";"84298b3f-bee7-11eb-81f7-322213044446";"2021-05-27T12:32:14.111+0000";
"1024";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1849.0";"2021-05-15T09:40:35.825+0000";"34f04a59-b561-11eb-b311-72e642d23b9b";"Activity_1y2sq1j:987d849f-b561-11eb-b311-72e642d23b9b";"34f04a59-b561-11eb-b311-72e642d23b9b";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"34f04a59-b561-11eb-b311-72e642d23b9b";"34f04a59-b561-11eb-b311-72e642d23b9b";"2021-05-15T09:40:33.976+0000";
"1025";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2195.0";"2021-05-09T06:48:47.523+0000";"927b4cd4-b092-11eb-815c-5afe1358295f";"Activity_1y2sq1j:9994513b-b092-11eb-815c-5afe1358295f";"927b4cd4-b092-11eb-815c-5afe1358295f";"SalesProcess:5:87fdc0d0-b092-11eb-815c-5afe1358295f";"SalesProcess";"927b4cd4-b092-11eb-815c-5afe1358295f";"927b4cd4-b092-11eb-815c-5afe1358295f";"2021-05-09T06:48:45.328+0000";
"1026";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2107.0";"2021-05-09T06:41:48.988+0000";"98228ed9-b091-11eb-815c-5afe1358295f";"Activity_1y2sq1j:a02a5f6b-b091-11eb-815c-5afe1358295f";"98228ed9-b091-11eb-815c-5afe1358295f";"SalesProcess:4:957a2b0d-b091-11eb-815c-5afe1358295f";"SalesProcess";"98228ed9-b091-11eb-815c-5afe1358295f";"98228ed9-b091-11eb-815c-5afe1358295f";"2021-05-09T06:41:46.881+0000";
"1027";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1699.0";"2021-05-23T10:57:16.491+0000";"98af1de6-bbb5-11eb-bf31-3aea0f2551aa";"Activity_1y2sq1j:a2187b0a-bbb5-11eb-bf31-3aea0f2551aa";"98af1de6-bbb5-11eb-bf31-3aea0f2551aa";"SalesProcess:32:d782449f-bb92-11eb-8a9f-86b0ac3ad822";"SalesProcess";"98af1de6-bbb5-11eb-bf31-3aea0f2551aa";"98af1de6-bbb5-11eb-bf31-3aea0f2551aa";"2021-05-23T10:57:14.792+0000";
"1028";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"3363.0";"2021-05-27T10:02:34.125+0000";"9eb05dad-bed2-11eb-8d08-a247f19c548a";"Activity_1y2sq1j:a6504556-bed2-11eb-8d08-a247f19c548a";"9eb05dad-bed2-11eb-8d08-a247f19c548a";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"9eb05dad-bed2-11eb-8d08-a247f19c548a";"9eb05dad-bed2-11eb-8d08-a247f19c548a";"2021-05-27T10:02:30.762+0000";
"1029";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2409.0";"2021-05-20T08:59:27.405+0000";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:acedf8bd-b949-11eb-a4b5-aef981eb09af";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"SalesProcess:26:7313f1ce-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"9c58f9be-b949-11eb-a4b5-aef981eb09af";"2021-05-20T08:59:24.996+0000";
"102";"Activity_018gm0q";"Suggest other products & Shopkeepers to Customer";"userTask";"demo";"false";"false";"2179.0";"2021-05-09T07:46:54.229+0000";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"Activity_018gm0q:b7d3df7c-b09a-11eb-815c-5afe1358295f";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"2021-05-09T07:46:52.050+0000";"b7d3df7d-b09a-11eb-815c-5afe1358295f"
"1030";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1795.0";"2021-05-09T07:10:58.618+0000";"aed6561a-b095-11eb-815c-5afe1358295f";"Activity_1y2sq1j:b3365501-b095-11eb-815c-5afe1358295f";"aed6561a-b095-11eb-815c-5afe1358295f";"SalesProcess:12:80c51f3e-b095-11eb-815c-5afe1358295f";"SalesProcess";"aed6561a-b095-11eb-815c-5afe1358295f";"aed6561a-b095-11eb-815c-5afe1358295f";"2021-05-09T07:10:56.823+0000";
"1031";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2044.0";"2021-05-09T07:46:48.635+0000";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"Activity_1y2sq1j:b492e546-b09a-11eb-815c-5afe1358295f";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"b1c1c3be-b09a-11eb-815c-5afe1358295f";"2021-05-09T07:46:46.591+0000";
"1032";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"3143.0";"2021-05-27T12:04:44.041+0000";"ad7658d6-bee3-11eb-81f7-322213044446";"Activity_1y2sq1j:b76a429f-bee3-11eb-81f7-322213044446";"ad7658d6-bee3-11eb-81f7-322213044446";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"ad7658d6-bee3-11eb-81f7-322213044446";"ad7658d6-bee3-11eb-81f7-322213044446";"2021-05-27T12:04:40.898+0000";
"1033";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2729.0";"2021-05-20T09:14:14.312+0000";"ae2a37c8-b94b-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:bd606917-b94b-11eb-a4b5-aef981eb09af";"ae2a37c8-b94b-11eb-a4b5-aef981eb09af";"SalesProcess:27:dade1280-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"ae2a37c8-b94b-11eb-a4b5-aef981eb09af";"ae2a37c8-b94b-11eb-a4b5-aef981eb09af";"2021-05-20T09:14:11.583+0000";
"1034";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2891.0";"2021-05-27T14:42:34.042+0000";"8c70d1a3-bef9-11eb-90c8-128b2648b515";"Activity_1y2sq1j:c42030e7-bef9-11eb-90c8-128b2648b515";"8c70d1a3-bef9-11eb-90c8-128b2648b515";"SalesProcess:35:6df14dce-bee9-11eb-81f7-322213044446";"SalesProcess";"8c70d1a3-bef9-11eb-90c8-128b2648b515";"8c70d1a3-bef9-11eb-90c8-128b2648b515";"2021-05-27T14:42:31.151+0000";
"1035";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"1757.0";"2021-05-09T07:25:54.738+0000";"c5d590d1-b097-11eb-815c-5afe1358295f";"Activity_1y2sq1j:c95d3118-b097-11eb-815c-5afe1358295f";"c5d590d1-b097-11eb-815c-5afe1358295f";"SalesProcess:15:b8d59fad-b097-11eb-815c-5afe1358295f";"SalesProcess";"c5d590d1-b097-11eb-815c-5afe1358295f";"c5d590d1-b097-11eb-815c-5afe1358295f";"2021-05-09T07:25:52.981+0000";
"1036";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2762.0";"2021-05-09T06:50:08.464+0000";"c4523e1d-b092-11eb-815c-5afe1358295f";"Activity_1y2sq1j:c97c6ad4-b092-11eb-815c-5afe1358295f";"c4523e1d-b092-11eb-815c-5afe1358295f";"SalesProcess:5:87fdc0d0-b092-11eb-815c-5afe1358295f";"SalesProcess";"c4523e1d-b092-11eb-815c-5afe1358295f";"c4523e1d-b092-11eb-815c-5afe1358295f";"2021-05-09T06:50:05.702+0000";
"1037";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2312.0";"2021-05-15T10:24:57.806+0000";"96a50c6c-b567-11eb-b311-72e642d23b9b";"Activity_1y2sq1j:cae1174e-b567-11eb-b311-72e642d23b9b";"96a50c6c-b567-11eb-b311-72e642d23b9b";"SalesProcess:20:417c0182-b09a-11eb-815c-5afe1358295f";"SalesProcess";"96a50c6c-b567-11eb-b311-72e642d23b9b";"96a50c6c-b567-11eb-b311-72e642d23b9b";"2021-05-15T10:24:55.494+0000";
"1038";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2043.0";"2021-05-09T06:57:20.619+0000";"c7eb9bc6-b093-11eb-815c-5afe1358295f";"Activity_1y2sq1j:cb7fbf2d-b093-11eb-815c-5afe1358295f";"c7eb9bc6-b093-11eb-815c-5afe1358295f";"SalesProcess:6:bf09be62-b093-11eb-815c-5afe1358295f";"SalesProcess";"c7eb9bc6-b093-11eb-815c-5afe1358295f";"c7eb9bc6-b093-11eb-815c-5afe1358295f";"2021-05-09T06:57:18.576+0000";
"1039";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2167.0";"2021-05-20T09:07:30.332+0000";"c5875100-b94a-11eb-a4b5-aef981eb09af";"Activity_1y2sq1j:ccebb55f-b94a-11eb-a4b5-aef981eb09af";"c5875100-b94a-11eb-a4b5-aef981eb09af";"SalesProcess:27:dade1280-b949-11eb-a4b5-aef981eb09af";"SalesProcess";"c5875100-b94a-11eb-a4b5-aef981eb09af";"c5875100-b94a-11eb-a4b5-aef981eb09af";"2021-05-20T09:07:28.165+0000";
"103";"Activity_018gm0q";"Suggest other products & Shopkeepers to Customer";"userTask";"demo";"false";"false";"4211.0";"2021-05-27T12:04:50.260+0000";"ad7658d6-bee3-11eb-81f7-322213044446";"Activity_018gm0q:ba7c3d95-bee3-11eb-81f7-322213044446";"ad7658d6-bee3-11eb-81f7-322213044446";"SalesProcess:34:91882f6d-bec8-11eb-8d08-a247f19c548a";"SalesProcess";"ad7658d6-bee3-11eb-81f7-322213044446";"ad7658d6-bee3-11eb-81f7-322213044446";"2021-05-27T12:04:46.049+0000";"ba7c3d96-bee3-11eb-81f7-322213044446"
"1040";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2783.0";"2021-05-27T12:48:19.295+0000";"bbd77973-bee9-11eb-81f7-322213044446";"Activity_1y2sq1j:ce71480c-bee9-11eb-81f7-322213044446";"bbd77973-bee9-11eb-81f7-322213044446";"SalesProcess:35:6df14dce-bee9-11eb-81f7-322213044446";"SalesProcess";"bbd77973-bee9-11eb-81f7-322213044446";"bbd77973-bee9-11eb-81f7-322213044446";"2021-05-27T12:48:16.512+0000";
"1041";"Activity_1y2sq1j";"search for 'Others buy too' products";"serviceTask";;"false";"false";"2100.0";"2021-05-09T07:33:18.342+0000";"cea0e309-b098-11eb-815c-5afe1358295f";"Activity_1y2sq1j:d1917370-b098-11eb-815c-5afe1358295f";"cea0e309-b098-11eb-815c-5afe1358295f";"SalesProcess:16:0374688a-b098-11eb-815c-5afe1358295f";"SalesProcess";"cea0e309-b098-11eb-815c-5afe1358295f";"cea0e309-b098-11eb-815c-5afe1358295f";"2021-05-09T07:33:16.242+0000";
